actual_support_overlap,cuda_event_ms,height,mode,n_gaussians,phase,repeat,requested_support_overlap,seed,support_aabb_visits,width,within_cell_measurement_order,work_scope
4.666259765625,0.5263360142707825,128,cuda_block_reduce,512,exact_backward,13,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.49584001302719116,128,cuda_block_reduce,512,exact_backward,14,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8714240193367004,128,cuda_block_reduce,512,fit_backward,0,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8487359881401062,128,cuda_block_reduce,512,fit_backward,1,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.852832019329071,128,cuda_block_reduce,512,fit_backward,2,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8519039750099182,128,cuda_block_reduce,512,fit_backward,3,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8611840009689331,128,cuda_block_reduce,512,fit_backward,4,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8417279720306396,128,cuda_block_reduce,512,fit_backward,5,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.857088029384613,128,cuda_block_reduce,512,fit_backward,6,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8509439826011658,128,cuda_block_reduce,512,fit_backward,7,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8600959777832031,128,cuda_block_reduce,512,fit_backward,8,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8775680065155029,128,cuda_block_reduce,512,fit_backward,9,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8519039750099182,128,cuda_block_reduce,512,fit_backward,10,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8550400137901306,128,cuda_block_reduce,512,fit_backward,11,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8570240139961243,128,cuda_block_reduce,512,fit_backward,12,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8704000115394592,128,cuda_block_reduce,512,fit_backward,13,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.8510720133781433,128,cuda_block_reduce,512,fit_backward,14,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4997439980506897,128,cuda_block_reduce,512,optimizer_update,0,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4331519901752472,128,cuda_block_reduce,512,optimizer_update,1,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.419840008020401,128,cuda_block_reduce,512,optimizer_update,2,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4188160002231598,128,cuda_block_reduce,512,optimizer_update,3,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.40755200386047363,128,cuda_block_reduce,512,optimizer_update,4,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4155200123786926,128,cuda_block_reduce,512,optimizer_update,5,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4065600037574768,128,cuda_block_reduce,512,optimizer_update,6,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4249599874019623,128,cuda_block_reduce,512,optimizer_update,7,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.40140798687934875,128,cuda_block_reduce,512,optimizer_update,8,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4270080029964447,128,cuda_block_reduce,512,optimizer_update,9,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4177919924259186,128,cuda_block_reduce,512,optimizer_update,10,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.42393600940704346,128,cuda_block_reduce,512,optimizer_update,11,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.40639999508857727,128,cuda_block_reduce,512,optimizer_update,12,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4116480052471161,128,cuda_block_reduce,512,optimizer_update,13,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.40143999457359314,128,cuda_block_reduce,512,optimizer_update,14,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.051071882247925,128,cuda_block_reduce,512,representative_fit_step,0,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.030656099319458,128,cuda_block_reduce,512,representative_fit_step,1,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
